,user_name,user_profile_url,rating,local_guide,comment_num,comment_text
736, RTK ,https://www.google.com/maps/contrib/107742506738072530272/reviews?hl=zh-TW,4,True,314,"  (由 Google 提供翻譯) 台北不錯的地方，可以買到新鮮的本地牛肉。價格合理且負擔得起，我會推薦這個地方給牛肉愛好者！

(原始評論) … "
737, Sun Wa ,https://www.google.com/maps/contrib/115826279267224094421/reviews?hl=zh-TW,4,True,238,"  (由 Google 提供翻譯) 他們新鮮供應牛的每一部分，火鍋湯很好吃，餐廳前總是擠滿了人。
第一次到訪是在18:00左右，得知此時無法進行walk-in的客戶，之後平日的每次walkin都會早於17:00 … "
738, Elly Wu ,https://www.google.com/maps/contrib/105082293271978340254/reviews?hl=zh-TW,5,True,405,"  (由 Google 提供翻譯) 價格超過了，味道和我在高雄的味道一樣！
他們沒有味精就做成肉湯！ … "
739, One Lee ,https://www.google.com/maps/contrib/109379275856173316441/reviews?hl=zh-TW,5,True,408,"  (由 Google 提供翻譯) 很棒的牛肉熱豆莢，提供新鮮的粗牛肉
如果您不知道該點什麼，請顯示以下服務員圖片。喜歡此評論（如果有幫助）。 … "
740, 神秘果 ,https://www.google.com/maps/contrib/117860128299070541737/reviews?hl=zh-TW,4,True,97,  久久吃一次OK 
741, 水原唯 ,https://www.google.com/maps/contrib/102262749794910670623/reviews?hl=zh-TW,3,True,133,"  (由 Google 提供翻譯) 尾巴湯和薑絲都很好吃。
有一個用日語寫的菜單，但是我當時沒有一個員工會說日語
發生訂單錯誤，但菜品未送達，但取消事宜以英語進行 … "
742, Sean Lin ,https://www.google.com/maps/contrib/107002304783814790613/reviews?hl=zh-TW,5,True,389,"  (由 Google 提供翻譯) 很好的牛肉火鍋和美味佳餚。喜歡放鬆的氛圍，價格實惠。

(原始評論) … "
743, Cihan Kaplan ,https://www.google.com/maps/contrib/107565367163878525880/reviews?hl=zh-TW,5,True,89,"  (由 Google 提供翻譯) 如果您喜歡或喜歡傳統的台灣菜，這個地方是最好的之一。所有的肉都新鮮可口。真的很值得嘗試。

(原始評論) … "
744, Tim Lo ,https://www.google.com/maps/contrib/109526118928378999149/reviews?hl=zh-TW,4,True,77,  不用去高雄，台北也能吃到 
745, Yusuke S ,https://www.google.com/maps/contrib/102724535651642201250/reviews?hl=zh-TW,5,True,40,"  (由 Google 提供翻譯) 這是一家牛肉sha鍋店。肉很好吃，店員對日本人很好

(原始評論) … "
746, 黃偉業 ,https://www.google.com/maps/contrib/103248133983173198434/reviews?hl=zh-TW,4,True,37,"  (由 Google 提供翻譯) 夜宵，鮮牛肉火鍋，美味

(原始評論) … "
747, Perry Chung ,https://www.google.com/maps/contrib/108260309448593716176/reviews?hl=zh-TW,4,True,402,  好吃 
748, Allison ,https://www.google.com/maps/contrib/106328324185683322505/reviews?hl=zh-TW,5,True,273,  好吃牛 
749, 繆老闆 ,https://www.google.com/maps/contrib/111720021336914072643/reviews?hl=zh-TW,1,True,213,  (由 Google 提供翻譯) 星期五晚上10點去吃，什麼都沒有隻剩肉，那我也沒差照吃，要在加點也沒有肉，但是後來來的大桌卻有什麼都有，熱炒、肉，感覺非常不好，不會再去吃。 … 
750, Tseng Ishu (一書) ,https://www.google.com/maps/contrib/105655355989504315581/reviews?hl=zh-TW,4,False,7,"  (由 Google 提供翻譯) 好食物。牛肉火鍋。過渡台灣食品。
您可以在這裡度過一個非常愉快的親子時光。
價格明智，有點高。 … "
751, 지현주 ,https://www.google.com/maps/contrib/110604475312908615765/reviews?hl=zh-TW,3,False,1,"  (由 Google 提供翻譯) 行程最後一天前一天跟兒子去的，因為離酒店很近，肉湯很濃很清，肉質細嫩，很好吃。

(原始評論) … "
752, Bob Chang ,https://www.google.com/maps/contrib/103419887459124509729/reviews?hl=zh-TW,5,True,602,"  (由 Google 提供翻譯) 牛肉ankake米+湯是最好的！

(原始評論)
牛肉あんかけご飯+スープが最高！ "
753, Justin Cheng ,https://www.google.com/maps/contrib/108311807416030438137/reviews?hl=zh-TW,5,False,10,  好吃 
754, Rong-Ting Jhang ,https://www.google.com/maps/contrib/113368665993804885774/reviews?hl=zh-TW,5,True,38,  真的好吃 
755, Andy Tsai ,https://www.google.com/maps/contrib/100773242170095911495/reviews?hl=zh-TW,5,True,514,"  (由 Google 提供翻譯) 每天供應新鮮的溫暖牛肉。它是台北市最好的牛肉火鍋之一。

(原始評論) … "
756, 涼宮茜 ,https://www.google.com/maps/contrib/116175527374011008858/reviews?hl=zh-TW,3,True,126,"  (由 Google 提供翻譯) 牛肉鍋是主要商店，即使日本人也可以使用。但這不好

(原始評論) … "
757, Zeus Wang ,https://www.google.com/maps/contrib/104013912776808353182/reviews?hl=zh-TW,5,False,14,"  (由 Google 提供翻譯) 非常好的台灣牛肉火鍋質量..強烈推薦菜單中沒有的肥牛肉..！

(原始評論) … "
758, Michael Lin ,https://www.google.com/maps/contrib/100859248991731792255/reviews?hl=zh-TW,4,True,363,"  (由 Google 提供翻譯) 好的！

(原始評論)
Good! "
759, Pablo ,https://www.google.com/maps/contrib/105474759688943396004/reviews?hl=zh-TW,5,True,223,  好吃 
760, Daisy Jane ,https://www.google.com/maps/contrib/104659406554638071095/reviews?hl=zh-TW,3,True,195,"  (由 Google 提供翻譯) 新鮮的食物，充滿活力的氣氛，但蘸醬的混合似乎是不完整的。我喜歡這個地方，會回來。

(原始評論) … "
761, Ruby K ,https://www.google.com/maps/contrib/113774671486846415163/reviews?hl=zh-TW,5,True,208,  好吃 
762, Christy Ong ,https://www.google.com/maps/contrib/111775638344047148136/reviews?hl=zh-TW,5,True,8,"  (由 Google 提供翻譯) 超級新鮮的牛肉，永遠不會出現在冰箱內部。在亞洲一個島國中很少見，但哦，太好了。

(原始評論) … "
763, 王超凡 ,https://www.google.com/maps/contrib/112949658187227085987/reviews?hl=zh-TW,4,True,30,  牛肉非常好吃 
764, Andy Lau ,https://www.google.com/maps/contrib/118328464829108642486/reviews?hl=zh-TW,4,True,230,"  (由 Google 提供翻譯) 好吃的台南牛肉！

(原始評論)
Tasty Tai Nam beef! "
765, 林あきやす ,https://www.google.com/maps/contrib/104408421374667206401/reviews?hl=zh-TW,4,True,223,"  (由 Google 提供翻譯) 很好吃，但是有時間限制，所以要小心。

(原始評論)
美味しいけど、時間制限が有るから気を付けて下さい。 "
766, 吳Wu恩傑 James ,https://www.google.com/maps/contrib/101891008672225782873/reviews?hl=zh-TW,4,False,4,"  好吃100
等待100 "
767, 中辻猛 ,https://www.google.com/maps/contrib/112517439702874455439/reviews?hl=zh-TW,3,True,223,"  (由 Google 提供翻譯) 有各種台灣菜。口味看個人口味，不過在當地比較流行

(原始評論)
色々台湾料理あり。味は好みによるが現地では人気 "
768, Kevin Huang ,https://www.google.com/maps/contrib/102136568476696297849/reviews?hl=zh-TW,5,True,121,   
769, Pat Chang ,https://www.google.com/maps/contrib/114343491232681337701/reviews?hl=zh-TW,5,True,73,   
770, Alan Lin ,https://www.google.com/maps/contrib/101981091583976303953/reviews?hl=zh-TW,4,True,419,   
771, 徐榛疄 ,https://www.google.com/maps/contrib/117303625962637764316/reviews?hl=zh-TW,4,False,22,   
772, Norman Li ,https://www.google.com/maps/contrib/115311037154407558630/reviews?hl=zh-TW,4,True,4,"  (由 Google 提供翻譯) 非常新鮮的牛肉。不錯的湯底。

(原始評論) … "
773, 謝薇老師 ,https://www.google.com/maps/contrib/108658426764646805888/reviews?hl=zh-TW,5,True,35,"  (由 Google 提供翻譯) 非常適合牛肉火鍋愛好者。

(原始評論) … "
774, judy ,https://www.google.com/maps/contrib/113414120862695838740/reviews?hl=zh-TW,4,False,226,  上菜速度快 
775, 陳良魁 ,https://www.google.com/maps/contrib/109829704615727317256/reviews?hl=zh-TW,5,True,209,  好好吃喔！ 
776, 蔡Fen ,https://www.google.com/maps/contrib/112175509665790989403/reviews?hl=zh-TW,5,True,42,  哇！很好吃的喔～ 
777, 張政傑 ,https://www.google.com/maps/contrib/108694138654951745476/reviews?hl=zh-TW,5,True,200,  很好吃，但是不便宜 
778, LIN NA ,https://www.google.com/maps/contrib/108906275206695016717/reviews?hl=zh-TW,5,True,28,  好吃 
779, SHEN CHING-CHING ,https://www.google.com/maps/contrib/113339348638795523564/reviews?hl=zh-TW,4,False,6,   
780, Megan Lee ,https://www.google.com/maps/contrib/107009026773849923591/reviews?hl=zh-TW,5,True,175,   
781, Edwin Tsang ,https://www.google.com/maps/contrib/117068687933272727903/reviews?hl=zh-TW,2,True,757,"  (由 Google 提供翻譯) 食物很好，價格太高，我被騙了

(原始評論) … "
782, Berry Jeng ,https://www.google.com/maps/contrib/110889624184038317522/reviews?hl=zh-TW,4,True,76,  食物好吃 
783, 影成 ,https://www.google.com/maps/contrib/101602499980870702824/reviews?hl=zh-TW,4,True,63,  好吃 
784, Jerry Chang ,https://www.google.com/maps/contrib/113010939090036847153/reviews?hl=zh-TW,3,True,161,   
785, 黃傳仁 ,https://www.google.com/maps/contrib/109851310792681654745/reviews?hl=zh-TW,4,True,172,  好吃喔 
786, 世粘建村 ,https://www.google.com/maps/contrib/109335537179128545095/reviews?hl=zh-TW,4,True,33,  台北市最值得吃的涮牛肉！ 
787, LIN ESA ,https://www.google.com/maps/contrib/113575924657623282380/reviews?hl=zh-TW,5,True,50,"  (由 Google 提供翻譯) 最好等餐廳開門再等。

(原始評論) … "
788, Jenny Lai ,https://www.google.com/maps/contrib/107677408791371105355/reviews?hl=zh-TW,4,False,95,   
789, Yiu Chung Chan ,https://www.google.com/maps/contrib/103016608562947928821/reviews?hl=zh-TW,4,True,75,  牛肉好度不能停口 
790, 超大水母 ,https://www.google.com/maps/contrib/102258466014429344825/reviews?hl=zh-TW,5,False,26,  好吃 
791, Stephen Hu ,https://www.google.com/maps/contrib/110637269353994378892/reviews?hl=zh-TW,4,False,,   
792, Hsin Cheng Lai ,https://www.google.com/maps/contrib/117084119845389113609/reviews?hl=zh-TW,5,False,8,  美味～～～～～～ 
793, 韭菜小乃兒 ,https://www.google.com/maps/contrib/103322984957351926634/reviews?hl=zh-TW,4,True,47,  牛舌超好吃 
794, 王文民 ,https://www.google.com/maps/contrib/103786598045835759891/reviews?hl=zh-TW,5,True,51,  好吃又便宜~ 
795, Wei Kuo ,https://www.google.com/maps/contrib/103571546420394424275/reviews?hl=zh-TW,5,True,19,"  (由 Google 提供翻譯) 鎮上最好的牛肉火鍋

(原始評論)
Best beef hot pot in town "
796, Amy Kuo ,https://www.google.com/maps/contrib/106099172562517119517/reviews?hl=zh-TW,5,True,25,  好吃 
797, 豪森巴 ,https://www.google.com/maps/contrib/118277159828190854731/reviews?hl=zh-TW,5,False,49,  好吃 
798, siungai tse ,https://www.google.com/maps/contrib/104666696430892203911/reviews?hl=zh-TW,4,True,114,   
799, ㄚ豐 ,https://www.google.com/maps/contrib/111418419718690994550/reviews?hl=zh-TW,5,True,40,  好吃肉很嫩 
800, MICHAEL LI ,https://www.google.com/maps/contrib/110500251025595598017/reviews?hl=zh-TW,5,True,24,  好吃 
801, Liao Zoey ,https://www.google.com/maps/contrib/101740538878446847504/reviews?hl=zh-TW,5,False,10,  好吃 
802, 一閃一閃亮晶晶 ,https://www.google.com/maps/contrib/107970804485596969633/reviews?hl=zh-TW,5,True,231,"  美味, 冬天固定聚餐的地方 "
803, audrey l ,https://www.google.com/maps/contrib/101483273355284363561/reviews?hl=zh-TW,5,False,18,"  (由 Google 提供翻譯) 有點貴，但太好了

(原始評論) … "
804, pop chang ,https://www.google.com/maps/contrib/104600394486822434200/reviews?hl=zh-TW,4,True,"2,290",   
805, Takehiro Katsu ,https://www.google.com/maps/contrib/118218420514471186205/reviews?hl=zh-TW,5,True,88,  酸菜牛肉好吃 
806, 阿鳳 ,https://www.google.com/maps/contrib/117628158171100861201/reviews?hl=zh-TW,5,False,88,  牛舌很好吃 
807, 呵呵 ,https://www.google.com/maps/contrib/100481147901045418639/reviews?hl=zh-TW,1,False,1,  呵呵 我也是 留爽的 
808, 楊閎升 ,https://www.google.com/maps/contrib/108043760104688105477/reviews?hl=zh-TW,5,True,89,  好吃又便宜 
809, Amanda Chen ,https://www.google.com/maps/contrib/102693380912983209276/reviews?hl=zh-TW,3,False,20,"  (由 Google 提供翻譯) 不錯

(原始評論)
Not bad "
810, KSK F ,https://www.google.com/maps/contrib/114807987384678407277/reviews?hl=zh-TW,3,False,78,"  (由 Google 提供翻譯) 店員的紋身很可愛

(原始評論)
店員さんのタトゥーがかわいい "
811, MY 3659 (MY) ,https://www.google.com/maps/contrib/105949720293334478901/reviews?hl=zh-TW,4,True,95,   
812, Fion Hsu ,https://www.google.com/maps/contrib/105812793827182234742/reviews?hl=zh-TW,4,True,50,   
813, HSU KAREN ,https://www.google.com/maps/contrib/111825891606917220307/reviews?hl=zh-TW,5,True,40,  便宜好吃 
814, 阿呃 ,https://www.google.com/maps/contrib/100099738451804093765/reviews?hl=zh-TW,5,False,54,  好吃 
815, Kathy Chien ,https://www.google.com/maps/contrib/117197351599206248523/reviews?hl=zh-TW,4,True,26,  牛舌好吃� … 
816, 蔡五柳 ,https://www.google.com/maps/contrib/106514782826210799651/reviews?hl=zh-TW,5,True,252,  很好吃 
817, liron hsu ,https://www.google.com/maps/contrib/114861483829702001926/reviews?hl=zh-TW,5,False,12,  好吃 
818, Annie Guo ,https://www.google.com/maps/contrib/116251641044869147649/reviews?hl=zh-TW,4,True,18,  牛肉很好吃 
819, 小正葛格 ,https://www.google.com/maps/contrib/102247785174543047321/reviews?hl=zh-TW,5,True,52,  好吃 
820, Michael Lee ,https://www.google.com/maps/contrib/103319247182677259315/reviews?hl=zh-TW,5,True,99,  好吃又便宜 
821, 李冠億 ,https://www.google.com/maps/contrib/107960998278161135600/reviews?hl=zh-TW,5,True,8,   
822, 周鍇偉 ,https://www.google.com/maps/contrib/111173869229139322860/reviews?hl=zh-TW,4,True,128,  好吃 
823, 陳婉玲 ,https://www.google.com/maps/contrib/100564449095482025488/reviews?hl=zh-TW,5,True,12,  好吃 
824, Jack Lu ,https://www.google.com/maps/contrib/108400971671091051768/reviews?hl=zh-TW,5,False,66,  好吃 
825, yune Wang ,https://www.google.com/maps/contrib/106136485204715708977/reviews?hl=zh-TW,4,True,14,  好吃 
826, 邱顯明 ,https://www.google.com/maps/contrib/102549904089962818542/reviews?hl=zh-TW,5,False,4,  好吃又便宜 
827, 林慧欣 ,https://www.google.com/maps/contrib/105324940344485748747/reviews?hl=zh-TW,4,True,16,  牛肉很好吃 
828, 陳彥宇 ,https://www.google.com/maps/contrib/115814459147825794505/reviews?hl=zh-TW,5,True,381,  牛舌好吃 
829, 莊承霖 ,https://www.google.com/maps/contrib/114983536978166453197/reviews?hl=zh-TW,4,True,44,  好吃 
830, Natsume Liu ,https://www.google.com/maps/contrib/102917737675242971478/reviews?hl=zh-TW,4,True,53,  好吃 
831, 楊尚儒 ,https://www.google.com/maps/contrib/116918321219666731447/reviews?hl=zh-TW,5,True,21,  好吃，好吃，真好吃!!! 
832, Lee Zoe ,https://www.google.com/maps/contrib/108314907469235144606/reviews?hl=zh-TW,5,True,30,  好吃 
833, Warren Lee ,https://www.google.com/maps/contrib/117902427526620801779/reviews?hl=zh-TW,5,True,98,  好吃 
834, MansonChen Chen ,https://www.google.com/maps/contrib/112590065756920433808/reviews?hl=zh-TW,5,True,243,"  (由 Google 提供翻譯) 最喜歡的商店

(原始評論)
愛店 "
835, kano chen ,https://www.google.com/maps/contrib/117740548558230790133/reviews?hl=zh-TW,5,True,197,  好吃 
836, 林.聖蘭 ,https://www.google.com/maps/contrib/117776526628635522504/reviews?hl=zh-TW,5,False,5,  好吃 
837, 志城 ,https://www.google.com/maps/contrib/113291260945217270811/reviews?hl=zh-TW,4,False,96,  好吃 
838, 素苓江 ,https://www.google.com/maps/contrib/114129970762224907361/reviews?hl=zh-TW,3,True,25,  尚可 
839, 阿瀚 ,https://www.google.com/maps/contrib/106077092639595239751/reviews?hl=zh-TW,4,True,361,  好吃 
840, Jack Chang ,https://www.google.com/maps/contrib/114855952539237719049/reviews?hl=zh-TW,5,True,85,  好吃 
841, Wang Janine ,https://www.google.com/maps/contrib/113108088131774809940/reviews?hl=zh-TW,4,True,38,  好吃 
842, Chen Wake ,https://www.google.com/maps/contrib/107389985847334715079/reviews?hl=zh-TW,4,True,450,  牛舌好吃 
843, 胡奕華（Angel） ,https://www.google.com/maps/contrib/109785457257365294983/reviews?hl=zh-TW,4,True,107,  好吃 
844, 俊硯黃 ,https://www.google.com/maps/contrib/102378501064239717997/reviews?hl=zh-TW,4,True,364,  好吃 
845, Power Wu ,https://www.google.com/maps/contrib/108045450297656695746/reviews?hl=zh-TW,5,True,4,   
846, timmy tang ,https://www.google.com/maps/contrib/100510704833242944822/reviews?hl=zh-TW,4,True,197,  好吃 
847, 歐方毅 ,https://www.google.com/maps/contrib/117793713763361112903/reviews?hl=zh-TW,5,True,15,  好吃 
848, L湯馬士林 ,https://www.google.com/maps/contrib/112736664678618072159/reviews?hl=zh-TW,4,True,224,  好吃 
849, 貓公爵 ,https://www.google.com/maps/contrib/113042733831676782727/reviews?hl=zh-TW,5,True,18,   
850, 呂頌恩 ,https://www.google.com/maps/contrib/115940681304949148393/reviews?hl=zh-TW,4,False,14,  好吃 
851, Mika Tsai ,https://www.google.com/maps/contrib/114541819286878954121/reviews?hl=zh-TW,4,True,89,   
852, Kevin Chen ,https://www.google.com/maps/contrib/106636341137754667915/reviews?hl=zh-TW,3,True,31,   
853, Sky Chen CHEN ,https://www.google.com/maps/contrib/103930156759175448737/reviews?hl=zh-TW,5,False,4,   
854, Wang AnYi ,https://www.google.com/maps/contrib/104850603354241258899/reviews?hl=zh-TW,5,True,4,   
855, 楊宗琢 ,https://www.google.com/maps/contrib/101758862281829238112/reviews?hl=zh-TW,4,True,134,  真的好吃 
856, 蕭聖哲 ,https://www.google.com/maps/contrib/106777907689049985969/reviews?hl=zh-TW,5,True,26,   
857, 劉韋村 ,https://www.google.com/maps/contrib/104170872197496988330/reviews?hl=zh-TW,4,True,57,   
858, gordon chang ,https://www.google.com/maps/contrib/111082828597622604718/reviews?hl=zh-TW,5,False,6,   
859, Zoe Feng ,https://www.google.com/maps/contrib/110353572447433428918/reviews?hl=zh-TW,4,False,4,   
860, Bevis Chen ,https://www.google.com/maps/contrib/110500019551378220332/reviews?hl=zh-TW,4,True,33,   
861, CP W ,https://www.google.com/maps/contrib/102626916572884354690/reviews?hl=zh-TW,5,True,91,   
862, 徐德浚（吉祥） ,https://www.google.com/maps/contrib/115460111954875953862/reviews?hl=zh-TW,4,True,129,  牛老大台北加盟店 
863, 蔡美錦 ,https://www.google.com/maps/contrib/115461504609682560953/reviews?hl=zh-TW,4,True,159,  和高雄有些不同 
864, 于立強 ,https://www.google.com/maps/contrib/114220068633700775861/reviews?hl=zh-TW,5,False,5,  超好吃 
865, AA21 Lin ,https://www.google.com/maps/contrib/103086233371464747503/reviews?hl=zh-TW,5,True,139,  好吃~ 
866, phật trong tâm ,https://www.google.com/maps/contrib/116221759695911731621/reviews?hl=zh-TW,5,True,65,"  (由 Google 提供翻譯) 好的

(原始評論)
Good "
867, 余白妃 ,https://www.google.com/maps/contrib/116136383703607448185/reviews?hl=zh-TW,5,True,55,"  (由 Google 提供翻譯) 美味，新鮮

(原始評論)
Delicious, fresh "
868, Minglung Wu ,https://www.google.com/maps/contrib/105354122418225938172/reviews?hl=zh-TW,5,True,247,  夏天也可以 
869, 黃芮芯 ,https://www.google.com/maps/contrib/106972838098491650985/reviews?hl=zh-TW,5,True,27,  好好吃！ 
870, WenHai Ling ,https://www.google.com/maps/contrib/116776708218102276740/reviews?hl=zh-TW,4,True,75,  普 
871, Coral Baby ,https://www.google.com/maps/contrib/110078821690173593741/reviews?hl=zh-TW,5,True,121,  好好吃 
872, 茉莉 ,https://www.google.com/maps/contrib/115974707559446882444/reviews?hl=zh-TW,4,True,488,  牛肉好吃 
873, 詹立卉 ,https://www.google.com/maps/contrib/108569574200691195311/reviews?hl=zh-TW,5,True,79,  牛肉好吃 
874, Chris K.H. Wu ,https://www.google.com/maps/contrib/107900262600227369721/reviews?hl=zh-TW,5,True,81,"  (由 Google 提供翻譯) 可口的

(原始評論)
Delicious "
875, 張淑慧 ,https://www.google.com/maps/contrib/101727800758389426457/reviews?hl=zh-TW,3,True,138,  普通 
876, 豐阿 ,https://www.google.com/maps/contrib/101337194441222495925/reviews?hl=zh-TW,5,True,28,  牛肉好吃 
877, 無良黑心廠商 ,https://www.google.com/maps/contrib/113288871594181819415/reviews?hl=zh-TW,1,False,1,  呵呵 留爽的 
878, Antony Lin ,https://www.google.com/maps/contrib/113427552831455563150/reviews?hl=zh-TW,4,False,217,  逛街的好地方 
879, 賴寶珠 ,https://www.google.com/maps/contrib/102280660229948699144/reviews?hl=zh-TW,4,False,2,  跟朋友聚餐～～ 
880, 布丁小魚 ,https://www.google.com/maps/contrib/101683092885752887714/reviews?hl=zh-TW,5,True,48,  好吃 
881, jacqueline Wang ,https://www.google.com/maps/contrib/113587485774548192080/reviews?hl=zh-TW,5,True,7,   
882, Art Wang ,https://www.google.com/maps/contrib/102801798506197759566/reviews?hl=zh-TW,5,True,16,"  (由 Google 提供翻譯) 好的

(原始評論)
Good "
883, 張國安 ,https://www.google.com/maps/contrib/100484574261807952782/reviews?hl=zh-TW,3,True,210,  普通 
884, Rosiel Liu ,https://www.google.com/maps/contrib/116191756045691827892/reviews?hl=zh-TW,3,False,17,  便宜 
885, 萬思誠 ,https://www.google.com/maps/contrib/114197802165941544551/reviews?hl=zh-TW,3,True,42,  普通 
886, Jane Chien ,https://www.google.com/maps/contrib/107458170696990510023/reviews?hl=zh-TW,4,True,44,  好吃! 
887, 王志華 ,https://www.google.com/maps/contrib/108481362855128074705/reviews?hl=zh-TW,5,True,33,   
888, Danny Shih ,https://www.google.com/maps/contrib/109374386410835133429/reviews?hl=zh-TW,5,False,5,   
889, 周佩芬 ,https://www.google.com/maps/contrib/108296798877601345891/reviews?hl=zh-TW,5,False,3,   
890, Ricky Ho ,https://www.google.com/maps/contrib/105136984066782962766/reviews?hl=zh-TW,5,False,5,   
891, 張瑀婕 ,https://www.google.com/maps/contrib/116226910002648643107/reviews?hl=zh-TW,5,True,59,  好吃！ 
892, 林小豆 ,https://www.google.com/maps/contrib/102457719890115844378/reviews?hl=zh-TW,5,True,38,   
893, 周進興 ,https://www.google.com/maps/contrib/115525304979559498950/reviews?hl=zh-TW,1,False,7,"  (由 Google 提供翻譯) 太貴了

(原始評論)
Too expensive "
894, 謝宗佑 ,https://www.google.com/maps/contrib/115717207022890633627/reviews?hl=zh-TW,1,False,9,  很普通 
895, Simon Su ,https://www.google.com/maps/contrib/106161812829884405374/reviews?hl=zh-TW,5,True,50,"  (由 Google 提供翻譯) 好吃啊！ ！ ！ ！

(原始評論)
好吃啊！！！！ "
896, Tony Wu (吳董) ,https://www.google.com/maps/contrib/108924516002320841271/reviews?hl=zh-TW,4,True,"1,307",  人太多 
897, 陳妮可 ,https://www.google.com/maps/contrib/105575239096216535797/reviews?hl=zh-TW,4,True,13,  上菜快速 
898, 李名偉 ,https://www.google.com/maps/contrib/116224596347394700468/reviews?hl=zh-TW,5,True,115,  香味十足 
899, 余永清 ,https://www.google.com/maps/contrib/112107964065080477728/reviews?hl=zh-TW,4,True,18,  古早味！ 
900, Devon Chien ,https://www.google.com/maps/contrib/104709441088217602322/reviews?hl=zh-TW,5,True,248,  好口味 
901, 黃正成 ,https://www.google.com/maps/contrib/109805093552267547674/reviews?hl=zh-TW,5,True,8,"  (由 Google 提供翻譯) 新鮮的味道

(原始評論)
新鮮味 "
902, 賴俊凱 ,https://www.google.com/maps/contrib/116645355120756964657/reviews?hl=zh-TW,3,True,210,"  (由 Google 提供翻譯) 人多！ ！

(原始評論)
人多！！ "
903, 孟臻 ,https://www.google.com/maps/contrib/110267049287976317407/reviews?hl=zh-TW,1,True,53,  料理普普 
904, 洪啟洺（Elvis） ,https://www.google.com/maps/contrib/107485508492372811644/reviews?hl=zh-TW,3,True,159,   
905, WEIMING chen ,https://www.google.com/maps/contrib/112686345939825921905/reviews?hl=zh-TW,1,False,6,   
906, leo chao ,https://www.google.com/maps/contrib/114366730062469116686/reviews?hl=zh-TW,4,True,1,   
907, Tsien yin Lee ,https://www.google.com/maps/contrib/117060424281106208477/reviews?hl=zh-TW,4,False,14,   
908, 廖志通 ,https://www.google.com/maps/contrib/105661863702218285139/reviews?hl=zh-TW,4,True,572,   
909, Daryl Lin ,https://www.google.com/maps/contrib/110012317663787705457/reviews?hl=zh-TW,4,,,   
910, 蔡孟宏 ,https://www.google.com/maps/contrib/114615576661275464143/reviews?hl=zh-TW,5,True,4,   
911, 陳榀鈺 ,https://www.google.com/maps/contrib/118213856564791609850/reviews?hl=zh-TW,5,True,35,   
912, 游醫師 ,https://www.google.com/maps/contrib/112642631762942751046/reviews?hl=zh-TW,4,True,57,   
913, Ching-hua Tseng ,https://www.google.com/maps/contrib/109187920367547924057/reviews?hl=zh-TW,1,False,5,   
914, 四方茉莉 ,https://www.google.com/maps/contrib/104678988851631949337/reviews?hl=zh-TW,4,False,2,   
915, 陳靚的傘 ,https://www.google.com/maps/contrib/109041490505759576840/reviews?hl=zh-TW,4,False,4,   
916, 阮雅鈴 ,https://www.google.com/maps/contrib/110127799241392967878/reviews?hl=zh-TW,3,False,,   
917, 怡璇 ,https://www.google.com/maps/contrib/109709931880305365639/reviews?hl=zh-TW,5,True,7,   
918, fanny hou ,https://www.google.com/maps/contrib/109110595423582794481/reviews?hl=zh-TW,5,True,11,   
919, Re 游 (SANTA) ,https://www.google.com/maps/contrib/113728888580699763471/reviews?hl=zh-TW,4,True,378,   
920, 黃進源 ,https://www.google.com/maps/contrib/115332672971591334085/reviews?hl=zh-TW,4,True,20,   
921, 游良臣（阿布拉） ,https://www.google.com/maps/contrib/100767755768142046871/reviews?hl=zh-TW,4,True,196,   
922, 周忠賜 ,https://www.google.com/maps/contrib/109192586392905048562/reviews?hl=zh-TW,4,True,16,   
923, WANG FUGO ,https://www.google.com/maps/contrib/107298930640456630637/reviews?hl=zh-TW,3,True,116,   
924, Valentin Liang ,https://www.google.com/maps/contrib/113172320027068791219/reviews?hl=zh-TW,5,True,121,   
925, 施柏宇 ,https://www.google.com/maps/contrib/104083326179918750753/reviews?hl=zh-TW,1,False,9,   
926, Raven C ,https://www.google.com/maps/contrib/117523192040869958163/reviews?hl=zh-TW,3,True,57,   
927, 楊峻傑 ,https://www.google.com/maps/contrib/110324635459566296696/reviews?hl=zh-TW,4,True,87,   
928, 李宜澤 ,https://www.google.com/maps/contrib/101201992487432752412/reviews?hl=zh-TW,5,True,81,   
929, 許苡晨 ,https://www.google.com/maps/contrib/102489052636857880322/reviews?hl=zh-TW,5,False,3,   
930, ChiKuan Shen ,https://www.google.com/maps/contrib/109814000643095411085/reviews?hl=zh-TW,4,True,17,   
931, hueihuei Chen ,https://www.google.com/maps/contrib/113319050307751988883/reviews?hl=zh-TW,5,True,40,   
932, 徐瑞麟 ,https://www.google.com/maps/contrib/101270881214705310569/reviews?hl=zh-TW,5,True,2,   
933, Brett Lan ,https://www.google.com/maps/contrib/112890810645635727817/reviews?hl=zh-TW,4,False,2,   
934, 李思緯 ,https://www.google.com/maps/contrib/113994715698028995557/reviews?hl=zh-TW,5,False,8,   
935, Benson Huang ,https://www.google.com/maps/contrib/115029957820707884247/reviews?hl=zh-TW,5,False,4,   
936, George Chein ,https://www.google.com/maps/contrib/109155329132458427672/reviews?hl=zh-TW,4,True,6,   
937, 語荷 ,https://www.google.com/maps/contrib/115600476562870213378/reviews?hl=zh-TW,5,False,701,   
938, Bruce ; 怡嫺 Lee ,https://www.google.com/maps/contrib/115960572821959885318/reviews?hl=zh-TW,4,True,1,   
